url
https://www.nike.com
https://www.nike.com/w/mens-shoes-nik1zy7ok
https://www.nike.com/w/womens-shoes-5e1x6zy7ok
https://www.nike.com/w/kids-shoes-clothing-5e1x8zy7ok
https://www.nike.com/w/air-force-1-shoes-lcjnz
https://www.nike.com/w/air-max-shoes-nxz7zok
https://www.nike.com/w/dunk-shoes-hf1to
https://www.nike.com/w/jordan-1-shoes-3e1uh
https://www.nike.com/w/running-shoes-3gly6z6qnxmqy
https://www.nike.com/w/basketball-shoes-3gly6z6qnxmqy
